user_idx,book_idx,rating,city
23,4176,10.0,san diego
23,4258,10.0,san diego
23,5933,10.0,san diego
23,5935,10.0,san diego
23,9645,10.0,san diego
23,9669,10.0,san diego
23,9675,10.0,san diego
23,9676,10.0,san diego
23,9716,10.0,san diego
23,9721,10.0,san diego
23,9731,10.0,san diego
23,9732,10.0,san diego
23,9752,10.0,san diego
23,9826,10.0,san diego
23,10991,10.0,san diego
23,15480,9.0,san diego
23,16029,10.0,san diego
23,16066,10.0,san diego
23,16285,10.0,san diego
23,16289,10.0,san diego
23,16906,9.0,san diego
23,18810,10.0,san diego
23,21127,10.0,san diego
23,21138,10.0,san diego
23,21139,10.0,san diego
23,21182,10.0,san diego
23,21253,10.0,san diego
23,25808,10.0,san diego
23,29218,9.0,san diego
23,29882,8.0,san diego
23,30329,10.0,san diego
23,32078,10.0,san diego
23,32193,10.0,san diego
23,32349,10.0,san diego
23,32478,10.0,san diego
23,32515,10.0,san diego
23,32654,8.0,san diego
23,33551,10.0,san diego
23,33882,10.0,san diego
23,35243,10.0,san diego
23,35410,10.0,san diego
23,47034,10.0,san diego
23,48067,10.0,san diego
32,25143,9.0,san diego
76,27253,10.0,san diego
100,18651,9.0,san diego
109,16029,10.0,san diego
127,5697,10.0,san diego
127,28607,7.0,san diego
127,28616,9.0,san diego
127,28667,10.0,san diego
127,30062,5.0,san diego
127,32939,8.0,san diego
134,35946,9.0,san diego
144,6129,10.0,san diego
144,45213,10.0,san diego
229,4060,7.0,san diego
229,17685,9.0,san diego
229,24318,10.0,san diego
229,26517,8.0,san diego
229,32201,6.0,san diego
229,32284,3.0,san diego
232,20166,9.0,san diego
262,13847,8.0,san diego
262,48300,10.0,san diego
317,2554,9.0,san diego
317,46863,10.0,san diego
332,15768,9.0,san diego
344,912,8.0,san diego
344,1280,3.0,san diego
344,11218,10.0,san diego
344,16967,7.0,san diego
427,7802,10.0,san diego
436,792,8.0,san diego
436,9642,9.0,san diego
436,19792,10.0,san diego
575,7821,9.0,san diego
575,23803,7.0,san diego
577,2704,10.0,san diego
644,23244,9.0,san diego
644,31366,6.0,san diego
644,42082,6.0,san diego
658,10597,10.0,san diego
658,16447,8.0,san diego
658,18231,9.0,san diego
658,32074,8.0,san diego
681,48195,6.0,san diego
681,48303,6.0,san diego
694,16242,10.0,san diego
694,44856,10.0,san diego
694,47752,10.0,san diego
698,2095,10.0,san diego
698,11560,10.0,san diego
698,33299,6.0,san diego
706,1778,7.0,san diego
706,16285,10.0,san diego
706,32427,10.0,san diego
706,33699,9.0,san diego
727,14035,8.0,san diego
727,22085,10.0,san diego
727,22598,10.0,san diego
727,30147,6.0,san diego
727,32107,8.0,san diego
727,37645,6.0,san diego
741,11425,10.0,san diego
741,27737,10.0,san diego
748,529,10.0,san diego
748,1806,10.0,san diego
748,4196,8.0,san diego
748,8284,7.0,san diego
748,9723,9.0,san diego
748,10801,10.0,san diego
748,14017,10.0,san diego
748,15929,9.0,san diego
748,16203,7.0,san diego
748,17111,10.0,san diego
748,17655,8.0,san diego
748,21324,2.0,san diego
748,22326,3.0,san diego
748,23981,9.0,san diego
748,25789,7.0,san diego
748,39155,9.0,san diego
748,39236,7.0,san diego
748,39409,8.0,san diego
748,44189,2.0,san diego
748,44217,2.0,san diego
748,46755,10.0,san diego
748,51118,8.0,san diego
808,45819,10.0,san diego
849,15793,8.0,san diego
890,1922,6.0,san diego
890,2109,9.0,san diego
890,8055,9.0,san diego
890,8284,8.0,san diego
890,11970,7.0,san diego
890,27653,9.0,san diego
890,30112,7.0,san diego
890,39143,3.0,san diego
921,1300,8.0,san diego
921,25130,6.0,san diego
921,25151,7.0,san diego
925,9721,10.0,san diego
938,1768,9.0,san diego
938,2087,10.0,san diego
938,4670,6.0,san diego
938,7802,10.0,san diego
938,16063,9.0,san diego
938,16152,9.0,san diego
938,19633,9.0,san diego
938,19692,10.0,san diego
938,19786,10.0,san diego
938,33040,10.0,san diego
938,33217,10.0,san diego
957,20372,10.0,san diego
957,29046,10.0,san diego
979,1113,9.0,san diego
979,7950,9.0,san diego
979,8331,9.0,san diego
979,8519,10.0,san diego
979,9189,8.0,san diego
